mode: atomic
sentinel-hub-api/ast/analysis.go:13.74,17.36 4 90
sentinel-hub-api/ast/analysis.go:150.24,153.3 2 23
sentinel-hub-api/ast/analysis.go:156.2,156.29 1 80
sentinel-hub-api/ast/analysis.go:156.29,159.3 2 5
sentinel-hub-api/ast/analysis.go:161.2,178.57 5 80
sentinel-hub-api/ast/analysis.go:178.57,181.3 2 1
sentinel-hub-api/ast/analysis.go:183.2,183.26 1 80
sentinel-hub-api/ast/analysis.go:183.26,185.3 1 0
sentinel-hub-api/ast/analysis.go:186.2,188.29 2 80
sentinel-hub-api/ast/analysis.go:192.133,194.16 2 7
sentinel-hub-api/ast/analysis.go:194.16,196.3 1 0
sentinel-hub-api/ast/analysis.go:199.2,203.16 3 7
sentinel-hub-api/ast/analysis.go:203.17,206.3 0 0
sentinel-hub-api/ast/analysis.go:209.2,209.26 1 7
sentinel-hub-api/ast/analysis.go:209.26,214.33 2 2
sentinel-hub-api/ast/analysis.go:214.33,216.4 1 1
sentinel-hub-api/ast/analysis.go:219.3,222.38 2 2
sentinel-hub-api/ast/analysis.go:222.38,224.34 2 2
sentinel-hub-api/ast/analysis.go:224.34,226.5 1 1
sentinel-hub-api/ast/analysis.go:226.10,226.38 1 1
sentinel-hub-api/ast/analysis.go:226.38,228.5 1 1
sentinel-hub-api/ast/analysis.go:228.10,228.41 1 0
sentinel-hub-api/ast/analysis.go:228.41,230.5 1 0
sentinel-hub-api/ast/analysis.go:230.10,230.39 1 0
sentinel-hub-api/ast/analysis.go:230.39,232.5 1 0
sentinel-hub-api/ast/analysis.go:233.4,233.26 1 2
sentinel-hub-api/ast/analysis.go:233.26,235.5 1 2
sentinel-hub-api/ast/analysis.go:239.2,239.29 1 7
sentinel-hub-api/ast/confidence.go:11.90,12.20 1 12
sentinel-hub-api/ast/confidence.go:12.20,14.3 1 0
sentinel-hub-api/ast/confidence.go:16.2,16.22 1 12
sentinel-hub-api/ast/confidence.go:17.23,18.64 1 6
sentinel-hub-api/ast/confidence.go:19.25,20.70 1 3
sentinel-hub-api/ast/confidence.go:21.21,22.66 1 3
sentinel-hub-api/ast/confidence.go:23.28,24.14 1 0
sentinel-hub-api/ast/confidence.go:25.10,26.14 1 0
sentinel-hub-api/ast/confidence.go:31.129,38.20 3 0
sentinel-hub-api/ast/confidence.go:38.20,40.3 1 0
sentinel-hub-api/ast/confidence.go:42.2,42.17 1 0
sentinel-hub-api/ast/confidence.go:46.88,48.28 1 6
sentinel-hub-api/ast/confidence.go:48.28,50.3 1 2
sentinel-hub-api/ast/confidence.go:53.2,53.23 1 4
sentinel-hub-api/ast/confidence.go:53.23,55.3 1 0
sentinel-hub-api/ast/confidence.go:58.2,58.13 1 4
sentinel-hub-api/ast/confidence.go:62.94,64.23 1 3
sentinel-hub-api/ast/confidence.go:64.23,66.3 1 1
sentinel-hub-api/ast/confidence.go:69.2,69.28 1 2
sentinel-hub-api/ast/confidence.go:69.28,71.3 1 0
sentinel-hub-api/ast/confidence.go:74.2,74.13 1 2
sentinel-hub-api/ast/confidence.go:78.90,80.22 1 3
sentinel-hub-api/ast/confidence.go:80.22,82.3 1 1
sentinel-hub-api/ast/confidence.go:85.2,85.13 1 2
sentinel-hub-api/ast/confidence.go:89.72,91.23 1 13
sentinel-hub-api/ast/confidence.go:91.23,93.3 1 7
sentinel-hub-api/ast/confidence.go:96.2,97.41 2 6
sentinel-hub-api/ast/confidence.go:97.41,98.31 1 11
sentinel-hub-api/ast/confidence.go:98.31,100.4 1 1
sentinel-hub-api/ast/confidence.go:103.2,103.13 1 5
sentinel-hub-api/ast/confidence.go:107.125,110.22 2 8
sentinel-hub-api/ast/confidence.go:111.23,112.39 1 4
sentinel-hub-api/ast/confidence.go:112.39,115.4 2 1
sentinel-hub-api/ast/confidence.go:115.9,115.41 1 3
sentinel-hub-api/ast/confidence.go:115.41,118.4 2 0
sentinel-hub-api/ast/confidence.go:118.9,121.4 2 3
sentinel-hub-api/ast/confidence.go:123.25,124.34 1 2
sentinel-hub-api/ast/confidence.go:124.34,127.4 2 1
sentinel-hub-api/ast/confidence.go:127.9,127.46 1 1
sentinel-hub-api/ast/confidence.go:127.46,130.4 2 0
sentinel-hub-api/ast/confidence.go:130.9,133.4 2 1
sentinel-hub-api/ast/confidence.go:135.21,136.33 1 2
sentinel-hub-api/ast/confidence.go:136.33,139.4 2 1
sentinel-hub-api/ast/confidence.go:139.9,142.4 2 1
sentinel-hub-api/ast/confidence.go:144.10,145.55 1 0
sentinel-hub-api/ast/confidence.go:149.2,150.17 2 8
sentinel-hub-api/ast/confidence.go:150.17,152.3 1 4
sentinel-hub-api/ast/confidence.go:152.8,154.3 1 4
sentinel-hub-api/ast/confidence.go:156.2,156.34 1 8
sentinel-hub-api/ast/confidence.go:160.50,161.21 1 8
sentinel-hub-api/ast/confidence.go:162.23,163.18 1 4
sentinel-hub-api/ast/confidence.go:164.25,165.18 1 2
sentinel-hub-api/ast/confidence.go:166.21,167.20 1 2
sentinel-hub-api/ast/confidence.go:168.28,169.20 1 0
sentinel-hub-api/ast/confidence.go:170.10,171.19 1 0
sentinel-hub-api/ast/cross_file.go:37.116,38.21 1 5
sentinel-hub-api/ast/cross_file.go:38.21,40.3 1 1
sentinel-hub-api/ast/cross_file.go:42.2,59.29 7 4
sentinel-hub-api/ast/cross_file.go:59.29,61.24 2 8
sentinel-hub-api/ast/cross_file.go:61.24,67.18 3 8
sentinel-hub-api/ast/cross_file.go:67.18,69.24 2 0
sentinel-hub-api/ast/cross_file.go:69.24,71.6 1 0
sentinel-hub-api/ast/cross_file.go:72.5,73.11 2 0
sentinel-hub-api/ast/cross_file.go:77.4,78.18 2 8
sentinel-hub-api/ast/cross_file.go:78.18,80.24 2 0
sentinel-hub-api/ast/cross_file.go:80.24,82.6 1 0
sentinel-hub-api/ast/cross_file.go:83.5,84.11 2 0
sentinel-hub-api/ast/cross_file.go:86.4,89.23 3 8
sentinel-hub-api/ast/cross_file.go:89.23,91.5 1 0
sentinel-hub-api/ast/cross_file.go:94.4,95.18 2 8
sentinel-hub-api/ast/cross_file.go:95.18,96.36 1 8
sentinel-hub-api/ast/cross_file.go:96.36,98.6 1 8
sentinel-hub-api/ast/cross_file.go:102.4,103.18 2 8
sentinel-hub-api/ast/cross_file.go:103.18,104.30 1 8
sentinel-hub-api/ast/cross_file.go:104.30,106.6 1 0
sentinel-hub-api/ast/cross_file.go:111.2,113.21 2 4
sentinel-hub-api/ast/cross_file.go:113.21,115.3 1 0
sentinel-hub-api/ast/cross_file.go:118.2,118.64 1 4
sentinel-hub-api/ast/cross_file.go:118.64,121.47 2 2
sentinel-hub-api/ast/cross_file.go:121.47,136.4 2 2
sentinel-hub-api/ast/cross_file.go:139.2,139.64 1 4
sentinel-hub-api/ast/cross_file.go:139.64,142.44 2 1
sentinel-hub-api/ast/cross_file.go:142.44,157.4 2 0
sentinel-hub-api/ast/cross_file.go:160.2,160.63 1 4
sentinel-hub-api/ast/cross_file.go:160.63,163.45 2 2
sentinel-hub-api/ast/cross_file.go:163.45,164.22 1 0
sentinel-hub-api/ast/cross_file.go:164.22,179.5 2 0
sentinel-hub-api/ast/cross_file.go:183.2,183.49 1 4
sentinel-hub-api/ast/cross_file.go:183.49,186.3 2 0
sentinel-hub-api/ast/cross_file.go:189.2,195.20 2 4
sentinel-hub-api/ast/cross_file.go:199.90,204.29 3 1
sentinel-hub-api/ast/cross_file.go:204.29,206.34 2 2
sentinel-hub-api/ast/cross_file.go:206.34,207.33 1 0
sentinel-hub-api/ast/cross_file.go:207.33,209.5 1 0
sentinel-hub-api/ast/cross_file.go:214.2,214.45 1 1
sentinel-hub-api/ast/cross_file.go:214.45,215.23 1 0
sentinel-hub-api/ast/cross_file.go:215.23,218.35 2 0
sentinel-hub-api/ast/cross_file.go:218.35,220.5 1 0
sentinel-hub-api/ast/cross_file.go:222.4,222.24 1 0
sentinel-hub-api/ast/cross_file.go:222.24,224.36 1 0
sentinel-hub-api/ast/cross_file.go:224.36,239.6 2 0
sentinel-hub-api/ast/cross_file.go:244.2,244.17 1 1
sentinel-hub-api/ast/cross_file.go:248.119,255.29 5 1
sentinel-hub-api/ast/cross_file.go:255.29,257.17 2 2
sentinel-hub-api/ast/cross_file.go:257.17,259.12 1 0
sentinel-hub-api/ast/cross_file.go:263.3,263.22 1 2
sentinel-hub-api/ast/cross_file.go:263.23,265.4 0 2
sentinel-hub-api/ast/cross_file.go:267.3,270.35 4 2
sentinel-hub-api/ast/cross_file.go:274.2,275.16 2 1
sentinel-hub-api/ast/cross_file.go:275.16,277.3 1 1
sentinel-hub-api/ast/cross_file.go:279.2,285.40 2 1
sentinel-hub-api/ast/dependency_graph.go:29.44,34.2 1 7
sentinel-hub-api/ast/dependency_graph.go:37.65,38.16 1 5
sentinel-hub-api/ast/dependency_graph.go:38.16,40.3 1 0
sentinel-hub-api/ast/dependency_graph.go:41.2,41.44 1 5
sentinel-hub-api/ast/dependency_graph.go:41.44,43.3 1 0
sentinel-hub-api/ast/dependency_graph.go:45.2,52.59 4 5
sentinel-hub-api/ast/dependency_graph.go:52.59,54.3 1 5
sentinel-hub-api/ast/dependency_graph.go:56.2,56.12 1 5
sentinel-hub-api/ast/dependency_graph.go:60.75,65.2 3 1
sentinel-hub-api/ast/dependency_graph.go:68.68,73.2 3 2
sentinel-hub-api/ast/dependency_graph.go:76.66,84.36 6 3
sentinel-hub-api/ast/dependency_graph.go:84.36,85.21 1 2
sentinel-hub-api/ast/dependency_graph.go:85.21,87.22 2 1
sentinel-hub-api/ast/dependency_graph.go:87.22,89.5 1 1
sentinel-hub-api/ast/dependency_graph.go:93.2,93.15 1 3
sentinel-hub-api/ast/dependency_graph.go:97.113,102.44 4 2
sentinel-hub-api/ast/dependency_graph.go:102.44,104.25 2 2
sentinel-hub-api/ast/dependency_graph.go:104.25,106.22 2 1
sentinel-hub-api/ast/dependency_graph.go:106.22,108.5 1 1
sentinel-hub-api/ast/dependency_graph.go:109.9,109.32 1 1
sentinel-hub-api/ast/dependency_graph.go:109.32,112.23 2 1
sentinel-hub-api/ast/dependency_graph.go:112.23,114.5 1 1
sentinel-hub-api/ast/dependency_graph.go:118.2,119.12 2 0
sentinel-hub-api/ast/dependency_graph.go:123.113,124.21 1 8
sentinel-hub-api/ast/dependency_graph.go:124.21,126.3 1 0
sentinel-hub-api/ast/dependency_graph.go:128.2,129.42 2 8
sentinel-hub-api/ast/dependency_graph.go:129.42,132.19 2 143
sentinel-hub-api/ast/dependency_graph.go:133.13,134.47 1 143
sentinel-hub-api/ast/dependency_graph.go:135.35,136.47 1 0
sentinel-hub-api/ast/dependency_graph.go:137.17,138.51 1 0
sentinel-hub-api/ast/dependency_graph.go:141.3,141.17 1 143
sentinel-hub-api/ast/dependency_graph.go:141.17,143.4 1 0
sentinel-hub-api/ast/dependency_graph.go:145.3,145.14 1 143
sentinel-hub-api/ast/dependency_graph.go:148.2,149.26 2 8
sentinel-hub-api/ast/dependency_graph.go:153.76,154.78 1 143
sentinel-hub-api/ast/dependency_graph.go:154.78,156.3 1 143
sentinel-hub-api/ast/dependency_graph.go:159.2,160.46 2 0
sentinel-hub-api/ast/dependency_graph.go:160.46,162.19 2 0
sentinel-hub-api/ast/dependency_graph.go:162.19,163.12 1 0
sentinel-hub-api/ast/dependency_graph.go:165.3,165.91 1 0
sentinel-hub-api/ast/dependency_graph.go:165.91,168.28 2 0
sentinel-hub-api/ast/dependency_graph.go:168.28,170.5 1 0
sentinel-hub-api/ast/dependency_graph.go:171.4,171.9 1 0
sentinel-hub-api/ast/dependency_graph.go:175.2,175.22 1 0
sentinel-hub-api/ast/dependency_graph.go:175.22,177.3 1 0
sentinel-hub-api/ast/dependency_graph.go:179.2,186.3 2 0
sentinel-hub-api/ast/dependency_graph.go:190.76,192.69 2 3
sentinel-hub-api/ast/dependency_graph.go:192.69,194.3 1 0
sentinel-hub-api/ast/dependency_graph.go:197.2,197.36 1 3
sentinel-hub-api/ast/dependency_graph.go:197.36,199.47 2 3
sentinel-hub-api/ast/dependency_graph.go:199.47,201.20 2 12
sentinel-hub-api/ast/dependency_graph.go:201.20,202.13 1 0
sentinel-hub-api/ast/dependency_graph.go:204.4,204.32 1 12
sentinel-hub-api/ast/dependency_graph.go:204.32,206.29 2 3
sentinel-hub-api/ast/dependency_graph.go:206.29,208.6 1 3
sentinel-hub-api/ast/dependency_graph.go:209.5,209.10 1 3
sentinel-hub-api/ast/dependency_graph.go:213.3,213.23 1 3
sentinel-hub-api/ast/dependency_graph.go:213.23,215.4 1 0
sentinel-hub-api/ast/dependency_graph.go:217.3,224.4 2 3
sentinel-hub-api/ast/dependency_graph.go:228.2,228.35 1 0
sentinel-hub-api/ast/dependency_graph.go:228.35,231.61 2 0
sentinel-hub-api/ast/dependency_graph.go:231.61,233.4 1 0
sentinel-hub-api/ast/dependency_graph.go:234.3,235.28 2 0
sentinel-hub-api/ast/dependency_graph.go:235.28,237.4 1 0
sentinel-hub-api/ast/dependency_graph.go:240.3,241.47 2 0
sentinel-hub-api/ast/dependency_graph.go:241.47,243.20 2 0
sentinel-hub-api/ast/dependency_graph.go:243.20,244.13 1 0
sentinel-hub-api/ast/dependency_graph.go:246.4,246.35 1 0
sentinel-hub-api/ast/dependency_graph.go:246.35,247.50 1 0
sentinel-hub-api/ast/dependency_graph.go:247.50,249.46 2 0
sentinel-hub-api/ast/dependency_graph.go:249.46,251.31 2 0
sentinel-hub-api/ast/dependency_graph.go:251.31,253.8 1 0
sentinel-hub-api/ast/dependency_graph.go:254.7,254.12 1 0
sentinel-hub-api/ast/dependency_graph.go:260.3,260.23 1 0
sentinel-hub-api/ast/dependency_graph.go:260.23,262.4 1 0
sentinel-hub-api/ast/dependency_graph.go:264.3,271.4 2 0
sentinel-hub-api/ast/dependency_graph.go:274.2,274.12 1 0
sentinel-hub-api/ast/dependency_graph.go:278.80,279.81 1 4
sentinel-hub-api/ast/dependency_graph.go:279.81,281.3 1 0
sentinel-hub-api/ast/dependency_graph.go:283.2,284.46 2 4
sentinel-hub-api/ast/dependency_graph.go:284.46,286.19 2 8
sentinel-hub-api/ast/dependency_graph.go:286.19,287.12 1 0
sentinel-hub-api/ast/dependency_graph.go:289.3,289.73 1 8
sentinel-hub-api/ast/dependency_graph.go:289.73,291.9 2 3
sentinel-hub-api/ast/dependency_graph.go:295.2,295.22 1 4
sentinel-hub-api/ast/dependency_graph.go:295.22,297.3 1 1
sentinel-hub-api/ast/dependency_graph.go:299.2,306.3 2 3
sentinel-hub-api/ast/dependency_graph.go:310.55,311.26 1 8
sentinel-hub-api/ast/dependency_graph.go:311.26,312.16 1 6
sentinel-hub-api/ast/dependency_graph.go:312.16,314.4 1 1
sentinel-hub-api/ast/dependency_graph.go:316.2,316.14 1 7
sentinel-hub-api/ast/dependency_graph.go:319.47,320.26 1 1
sentinel-hub-api/ast/dependency_graph.go:320.26,321.16 1 1
sentinel-hub-api/ast/dependency_graph.go:321.16,323.4 1 1
sentinel-hub-api/ast/dependency_graph.go:325.2,325.11 1 0
sentinel-hub-api/ast/detection_async.go:12.91,15.49 2 22
sentinel-hub-api/ast/detection_async.go:15.49,19.19 3 10477
sentinel-hub-api/ast/detection_async.go:20.35,21.37 1 108
sentinel-hub-api/ast/detection_async.go:21.37,24.49 2 1
sentinel-hub-api/ast/detection_async.go:24.49,26.59 2 5
sentinel-hub-api/ast/detection_async.go:26.59,28.12 2 1
sentinel-hub-api/ast/detection_async.go:32.17,33.38 1 55
sentinel-hub-api/ast/detection_async.go:33.38,36.49 2 1
sentinel-hub-api/ast/detection_async.go:36.49,38.78 2 3
sentinel-hub-api/ast/detection_async.go:38.78,40.12 2 1
sentinel-hub-api/ast/detection_async.go:46.3,46.34 1 10477
sentinel-hub-api/ast/detection_async.go:46.34,49.53 2 2
sentinel-hub-api/ast/detection_async.go:49.53,51.21 2 3
sentinel-hub-api/ast/detection_async.go:51.21,54.92 2 3
sentinel-hub-api/ast/detection_async.go:54.92,58.96 2 3
sentinel-hub-api/ast/detection_async.go:58.96,60.16 1 1
sentinel-hub-api/ast/detection_async.go:62.7,62.66 1 2
sentinel-hub-api/ast/detection_async.go:62.66,64.13 2 0
sentinel-hub-api/ast/detection_async.go:70.4,70.22 1 2
sentinel-hub-api/ast/detection_async.go:70.22,90.5 3 2
sentinel-hub-api/ast/detection_async.go:93.3,93.14 1 10477
sentinel-hub-api/ast/detection_async.go:96.2,96.17 1 22
sentinel-hub-api/ast/detection_async.go:101.87,102.50 1 24
sentinel-hub-api/ast/detection_async.go:102.50,104.3 1 23
sentinel-hub-api/ast/detection_async.go:105.2,107.58 2 1
sentinel-hub-api/ast/detection_async.go:107.58,109.3 1 1
sentinel-hub-api/ast/detection_async.go:110.2,110.41 1 0
sentinel-hub-api/ast/detection_async.go:114.72,118.49 3 7
sentinel-hub-api/ast/detection_async.go:118.49,122.119 3 178
sentinel-hub-api/ast/detection_async.go:122.119,123.48 1 7
sentinel-hub-api/ast/detection_async.go:123.48,125.21 2 33
sentinel-hub-api/ast/detection_async.go:125.21,126.33 1 33
sentinel-hub-api/ast/detection_async.go:126.33,128.7 1 4
sentinel-hub-api/ast/detection_async.go:129.6,129.85 1 33
sentinel-hub-api/ast/detection_async.go:129.85,131.7 1 7
sentinel-hub-api/ast/detection_async.go:134.4,134.38 1 7
sentinel-hub-api/ast/detection_async.go:134.38,136.5 1 4
sentinel-hub-api/ast/detection_async.go:138.3,138.14 1 178
sentinel-hub-api/ast/detection_async.go:141.2,141.42 1 7
sentinel-hub-api/ast/detection_async.go:141.42,142.54 1 4
sentinel-hub-api/ast/detection_async.go:142.54,143.40 1 58
sentinel-hub-api/ast/detection_async.go:143.40,146.19 3 4
sentinel-hub-api/ast/detection_async.go:146.19,153.21 4 3
sentinel-hub-api/ast/detection_async.go:153.21,167.7 3 3
sentinel-hub-api/ast/detection_async.go:170.4,170.15 1 58
sentinel-hub-api/ast/detection_async.go:173.2,173.17 1 7
sentinel-hub-api/ast/detection_command_injection.go:14.102,15.50 1 36
sentinel-hub-api/ast/detection_command_injection.go:15.50,17.3 1 35
sentinel-hub-api/ast/detection_command_injection.go:18.2,19.18 2 1
sentinel-hub-api/ast/detection_command_injection.go:20.12,21.85 1 0
sentinel-hub-api/ast/detection_command_injection.go:22.34,23.85 1 0
sentinel-hub-api/ast/detection_command_injection.go:24.16,25.89 1 0
sentinel-hub-api/ast/detection_command_injection.go:27.2,27.24 1 1
sentinel-hub-api/ast/detection_command_injection.go:31.87,34.49 2 20
sentinel-hub-api/ast/detection_command_injection.go:34.49,36.39 1 869
sentinel-hub-api/ast/detection_command_injection.go:36.39,38.44 2 24
sentinel-hub-api/ast/detection_command_injection.go:38.44,40.42 1 7
sentinel-hub-api/ast/detection_command_injection.go:40.42,54.6 3 7
sentinel-hub-api/ast/detection_command_injection.go:57.3,57.14 1 869
sentinel-hub-api/ast/detection_command_injection.go:60.2,60.24 1 20
sentinel-hub-api/ast/detection_command_injection.go:64.87,67.49 2 9
sentinel-hub-api/ast/detection_command_injection.go:67.49,69.39 1 228
sentinel-hub-api/ast/detection_command_injection.go:69.39,72.79 3 5
sentinel-hub-api/ast/detection_command_injection.go:72.79,74.42 1 0
sentinel-hub-api/ast/detection_command_injection.go:74.42,88.6 3 0
sentinel-hub-api/ast/detection_command_injection.go:91.3,91.14 1 228
sentinel-hub-api/ast/detection_command_injection.go:94.2,94.24 1 9
sentinel-hub-api/ast/detection_command_injection.go:98.91,105.35 3 10
sentinel-hub-api/ast/detection_command_injection.go:105.35,107.89 2 21
sentinel-hub-api/ast/detection_command_injection.go:107.89,109.41 1 2
sentinel-hub-api/ast/detection_command_injection.go:109.41,122.5 2 2
sentinel-hub-api/ast/detection_command_injection.go:127.2,127.35 1 10
sentinel-hub-api/ast/detection_command_injection.go:127.35,130.96 2 21
sentinel-hub-api/ast/detection_command_injection.go:130.96,132.41 1 3
sentinel-hub-api/ast/detection_command_injection.go:132.41,145.5 2 3
sentinel-hub-api/ast/detection_command_injection.go:150.2,150.35 1 10
sentinel-hub-api/ast/detection_command_injection.go:150.35,152.49 2 21
sentinel-hub-api/ast/detection_command_injection.go:152.49,155.65 1 7
sentinel-hub-api/ast/detection_command_injection.go:155.65,156.42 1 1
sentinel-hub-api/ast/detection_command_injection.go:156.42,169.6 2 1
sentinel-hub-api/ast/detection_command_injection.go:175.2,175.49 1 10
sentinel-hub-api/ast/detection_command_injection.go:175.49,177.39 1 253
sentinel-hub-api/ast/detection_command_injection.go:177.39,180.77 3 0
sentinel-hub-api/ast/detection_command_injection.go:180.77,182.42 1 0
sentinel-hub-api/ast/detection_command_injection.go:182.42,196.6 3 0
sentinel-hub-api/ast/detection_command_injection.go:199.3,199.14 1 253
sentinel-hub-api/ast/detection_command_injection.go:202.2,202.24 1 10
sentinel-hub-api/ast/detection_command_injection.go:206.51,212.36 3 29
sentinel-hub-api/ast/detection_command_injection.go:212.36,213.61 1 254
sentinel-hub-api/ast/detection_command_injection.go:213.61,215.4 1 7
sentinel-hub-api/ast/detection_command_injection.go:217.2,217.14 1 22
sentinel-hub-api/ast/detection_command_injection.go:220.43,223.2 1 5
sentinel-hub-api/ast/detection_command_injection.go:225.41,228.2 1 1
sentinel-hub-api/ast/detection_command_injection.go:230.65,233.2 2 7
sentinel-hub-api/ast/detection_command_injection.go:235.52,245.64 3 13
sentinel-hub-api/ast/detection_command_injection.go:245.64,251.48 1 13
sentinel-hub-api/ast/detection_command_injection.go:251.48,253.69 1 13
sentinel-hub-api/ast/detection_command_injection.go:253.69,255.5 1 3
sentinel-hub-api/ast/detection_command_injection.go:259.2,259.44 1 10
sentinel-hub-api/ast/detection_command_injection.go:259.44,260.60 1 149
sentinel-hub-api/ast/detection_command_injection.go:260.60,265.49 1 10
sentinel-hub-api/ast/detection_command_injection.go:265.49,267.5 1 10
sentinel-hub-api/ast/detection_command_injection.go:270.2,270.14 1 0
sentinel-hub-api/ast/detection_crypto.go:13.100,14.50 1 36
sentinel-hub-api/ast/detection_crypto.go:14.50,16.3 1 35
sentinel-hub-api/ast/detection_crypto.go:17.2,18.18 2 1
sentinel-hub-api/ast/detection_crypto.go:19.12,20.83 1 0
sentinel-hub-api/ast/detection_crypto.go:21.34,22.83 1 0
sentinel-hub-api/ast/detection_crypto.go:23.16,24.87 1 0
sentinel-hub-api/ast/detection_crypto.go:26.2,26.24 1 1
sentinel-hub-api/ast/detection_crypto.go:30.85,33.49 2 22
sentinel-hub-api/ast/detection_crypto.go:33.49,37.31 2 942
sentinel-hub-api/ast/detection_crypto.go:37.31,51.4 3 94
sentinel-hub-api/ast/detection_crypto.go:54.3,54.38 1 942
sentinel-hub-api/ast/detection_crypto.go:54.38,68.4 3 10
sentinel-hub-api/ast/detection_crypto.go:70.3,70.14 1 942
sentinel-hub-api/ast/detection_crypto.go:73.2,73.24 1 22
sentinel-hub-api/ast/detection_crypto.go:77.85,80.49 2 9
sentinel-hub-api/ast/detection_crypto.go:80.49,84.31 2 228
sentinel-hub-api/ast/detection_crypto.go:84.31,98.4 3 0
sentinel-hub-api/ast/detection_crypto.go:101.3,101.38 1 228
sentinel-hub-api/ast/detection_crypto.go:101.38,115.4 3 12
sentinel-hub-api/ast/detection_crypto.go:117.3,117.14 1 228
sentinel-hub-api/ast/detection_crypto.go:120.2,120.24 1 9
sentinel-hub-api/ast/detection_crypto.go:124.89,127.49 2 10
sentinel-hub-api/ast/detection_crypto.go:127.49,131.31 2 240
sentinel-hub-api/ast/detection_crypto.go:131.31,145.4 3 5
sentinel-hub-api/ast/detection_crypto.go:148.3,148.38 1 240
sentinel-hub-api/ast/detection_crypto.go:148.38,162.4 3 3
sentinel-hub-api/ast/detection_crypto.go:164.3,164.14 1 240
sentinel-hub-api/ast/detection_crypto.go:167.2,167.24 1 10
sentinel-hub-api/ast/detection_crypto.go:171.36,179.34 3 1410
sentinel-hub-api/ast/detection_crypto.go:179.34,180.57 1 15887
sentinel-hub-api/ast/detection_crypto.go:180.57,182.4 1 99
sentinel-hub-api/ast/detection_crypto.go:184.2,184.14 1 1311
sentinel-hub-api/ast/detection_crypto.go:187.43,195.41 3 1410
sentinel-hub-api/ast/detection_crypto.go:195.41,196.43 1 12515
sentinel-hub-api/ast/detection_crypto.go:196.43,199.67 1 99
sentinel-hub-api/ast/detection_crypto.go:199.67,202.5 1 25
sentinel-hub-api/ast/detection_crypto.go:205.2,205.14 1 1385
sentinel-hub-api/ast/detection_duplicates.go:13.93,14.50 1 31
sentinel-hub-api/ast/detection_duplicates.go:14.50,16.3 1 30
sentinel-hub-api/ast/detection_duplicates.go:17.2,21.49 3 1
sentinel-hub-api/ast/detection_duplicates.go:21.49,25.19 3 14
sentinel-hub-api/ast/detection_duplicates.go:26.13,27.84 1 0
sentinel-hub-api/ast/detection_duplicates.go:27.84,30.49 1 0
sentinel-hub-api/ast/detection_duplicates.go:30.49,32.22 2 0
sentinel-hub-api/ast/detection_duplicates.go:32.22,33.39 1 0
sentinel-hub-api/ast/detection_duplicates.go:33.39,36.13 3 0
sentinel-hub-api/ast/detection_duplicates.go:37.13,37.50 1 0
sentinel-hub-api/ast/detection_duplicates.go:37.50,39.16 1 0
sentinel-hub-api/ast/detection_duplicates.go:40.13,40.52 1 0
